id,birth_ym,gender,retirement_age,address,zipcode,per_capita_income_in_usd,yearly_income_in_usd,total_debt_id_usd,credit_score,num_credit_cards
859,1968-04-01,Male,72,865 Wessex Lane,38503,15955,32531,78193,631,4
441,1978-06-01,Female,64,608 Washington Drive,30187,22613,46108,64994,635,1
879,1966-02-01,Male,66,938 Forest Street,78521,11140,22714,27227,702,3
1413,1980-05-01,Female,65,796 Sussex Avenue,47465,15285,31170,33165,685,5
1710,1986-10-01,Female,69,928 Bayview Street,53901,19635,40029,0,787,3
1037,1981-09-01,Male,67,889 Forest Lane,32609,24992,50957,73187,653,2
966,1993-04-01,Female,69,445 Fourth Lane,78542,11763,23987,39071,630,1
107,1970-01-01,Male,70,1504 Lincoln Drive,71973,13123,26758,41064,734,5
700,1998-12-01,Female,68,649 Second Avenue,10002,91487,186534,233746,590,1
1363,2002-02-01,Male,66,62715 Sixth Avenue,14075,24121,49185,92484,690,2
10,1990-02-01,Male,66,835 George Drive,33130,28871,58865,94134,727,2
1725,1970-09-01,Female,66,791 11th Boulevard,23220,20917,42652,133935,729,6
1145,1977-01-01,Female,65,7512 South Boulevard,54911,36825,75080,35268,747,3
864,1963-10-01,Female,69,7532 Park Boulevard,83634,19198,39146,72957,766,3
1357,1944-12-01,Female,65,402 Birch Boulevard,98404,16941,11410,0,812,7
1344,1958-11-01,Male,65,186 Forest Avenue,48313,22974,46843,66529,736,2
1252,1996-07-01,Female,70,473 El Camino Street,90504,25900,52815,77064,658,2
1748,1975-07-01,Female,71,6624 Valley Street,31561,26808,54659,73363,628,1
1123,1975-07-01,Male,66,6882 Forest Drive,28351,13683,27896,42046,710,3
546,1969-01-01,Male,68,599 East Lane,02816,25111,51196,26617,681,3
430,1967-05-01,Female,67,903 Hill Boulevard,46307,26168,53350,128676,685,5
61,1976-02-01,Female,65,4121 Mountain View Boulevard,10604,45812,93406,151935,801,3
1621,1953-09-01,Male,69,900 Catherine Street,92129,36323,74059,144396,744,4
413,1998-03-01,Male,70,1848 Mountain View Avenue,30127,25025,51028,105239,660,2
269,1998-05-01,Female,69,537 Fourth Lane,43102,19000,38739,0,689,3
37,1978-07-01,Female,60,533 Sussex Drive,13074,17013,34690,48954,683,4
1793,1982-08-01,Male,63,5608 Hillside Avenue,38635,14367,29297,36303,825,4
1846,1937-10-01,Male,64,635 Sussex Drive,65775,14191,33356,938,566,4
116,1988-08-01,Male,68,168 Sussex Boulevard,14472,32973,67230,45269,685,2
752,1954-06-01,Female,64,5814 Lincoln Lane,11763,27376,64829,15537,664,3
1185,1990-11-01,Female,66,5493 Catherine Drive,30060,33093,67473,140270,780,1
683,1959-01-01,Male,66,201 Grant Drive,16801,25031,51039,0,704,5
903,1994-08-01,Male,67,2484 Essex Avenue,06473,29231,59599,79126,717,5
559,1963-05-01,Male,59,593 Valley Stream Drive,74059,17394,35468,53185,490,2
1338,1986-12-01,Male,67,12 12th Avenue,53142,23060,47023,0,765,2
75,1939-12-01,Female,66,6328 Forest Street,77019,18528,22326,1620,564,4
861,1997-07-01,Female,67,919 First Street,61015,20147,41080,106545,793,1
100,1963-09-01,Male,66,3982 Ocean View Street,27268,24005,48944,79960,813,7
1140,1975-07-01,Male,65,591 South Avenue,66045,27149,55351,152645,703,6
279,1995-02-01,Female,64,940 Plum Boulevard,33606,34122,69572,137845,753,2
362,1983-01-01,Male,59,6680 River Avenue,89118,23889,48710,59824,792,3
1458,1987-06-01,Male,66,6106 Norfolk Boulevard,70129,17536,35755,61748,708,4
976,1952-08-01,Female,69,198 Lincoln Street,06854,30736,62669,70317,760,5
71,1980-05-01,Male,69,164 Ocean View Street,50459,16087,32801,44496,701,2
375,1970-02-01,Female,66,4492 Grant Drive,28613,18444,37617,57746,695,3
403,1986-07-01,Male,72,699 Third Avenue,75654,17898,36496,119670,759,1
983,1942-08-01,Male,67,8407 Forest Drive,13126,20447,47993,3080,827,5
435,1948-08-01,Female,66,5023 11th Avenue,84790,15881,23350,19515,679,2
542,1967-07-01,Female,65,4092 El Camino Lane,73129,14465,29496,49681,704,5
1090,1960-10-01,Female,66,102 Burns Boulevard,18042,21005,42825,105122,850,5
60,1972-08-01,Female,64,467 Birch Avenue,14551,16703,34057,59247,655,4
287,1977-08-01,Female,73,152 El Camino Boulevard,77563,21178,43181,57199,710,3
1857,1987-08-01,Male,66,4063 Burns Boulevard,07932,47698,97248,197100,775,5
1291,1976-11-01,Male,64,582 Essex Street,63080,17101,34869,53381,699,2
408,1961-04-01,Female,62,690 Hill Lane,54812,15371,31343,49537,741,3
173,1956-05-01,Female,62,440 North Street,79601,16665,30399,19404,668,4
1787,1967-09-01,Female,66,417 Hill Lane,40505,28583,58278,51539,689,6
1800,1958-02-01,Male,55,506 Washington Lane,42754,14038,9445,14856,641,2
438,1987-10-01,Female,66,12960 El Camino Lane,07114,16691,34034,55846,633,2
1988,1960-08-01,Male,67,763 Essex Avenue,33130,53676,109440,180865,737,5
1143,2000-02-01,Female,61,72 Lexington Avenue,07095,30587,62365,137710,606,1
1250,1935-01-01,Female,67,872 Lake Avenue,15537,15262,38499,1493,746,5
1767,1998-09-01,Female,65,3208 El Camino Street,46168,23355,47622,87054,709,2
1072,1972-01-01,Female,62,940 First Drive,65043,19627,40017,75377,648,1
1202,1956-10-01,Female,65,881 Ocean View Street,60608,0,4,0,691,3
235,1987-12-01,Female,67,7012 11th Lane,10002,23874,48676,110589,721,4
1766,1957-09-01,Male,66,6076 Bayview Boulevard,53208,9995,20377,12092,789,4
1702,1967-02-01,Female,68,75011 Lafayette Drive,91752,19851,40470,87086,691,5
1142,1967-03-01,Male,62,544 Main Drive,02021,38878,79272,107029,716,3
1653,1978-01-01,Male,63,603 Rose Avenue,06095,29261,59663,89579,681,1
1982,1990-02-01,Male,71,5737 Washington Boulevard,19009,34043,69412,64273,699,2
1423,1996-03-01,Female,55,989 Hill Avenue,34748,11204,22844,37625,689,1
48,1950-04-01,Male,63,5233 Valley Stream Street,87107,20993,16542,36831,733,3
656,1958-05-01,Female,64,98 Ninth Street,37363,25814,52633,137109,704,1
500,1998-04-01,Female,67,4497 Summit Boulevard,27030,15286,31167,29342,749,3
1862,1994-04-01,Female,65,7111 Lexington Avenue,50315,18568,37864,57052,686,1
1808,1988-08-01,Female,69,1415 Sixth Street,79705,17329,35331,55566,697,4
277,1974-02-01,Male,68,2292 South Street,38901,15568,31739,81905,799,5
1716,2001-04-01,Female,65,1692 Hillside Avenue,76454,12583,25654,55761,746,1
516,1984-10-01,Male,66,34 Summit Drive,91911,16942,34542,35474,697,4
620,1993-05-01,Male,61,930 Mill Drive,62948,16397,33437,56690,588,1
159,1966-07-01,Male,69,274 Summit Street,75223,13799,28134,20231,707,3
478,1965-09-01,Male,71,9939 Mill Lane,30024,35710,72807,0,803,3
772,1957-10-01,Female,65,24684 Ocean View Boulevard,97080,22599,46075,139335,741,3
1429,1957-07-01,Female,66,4823 Lincoln Drive,80238,16459,33556,10619,799,4
991,1967-08-01,Male,60,3740 Ocean Lane,44035,18110,36927,54145,554,1
1249,2002-01-01,Female,65,24 Lafayette Street,31601,19681,40131,48468,721,1
1242,1967-10-01,Female,69,549 Tenth Avenue,60608,14963,30509,56953,641,2
1759,1932-11-01,Female,69,983 George Boulevard,92057,22270,33279,1642,778,6
1058,1958-03-01,Male,67,5363 Tenth Lane,37036,17261,35196,51751,684,4
1730,1967-10-01,Female,65,445 West Boulevard,07304,21642,44128,148684,739,3
1632,1999-08-01,Female,70,885 Bayview Lane,58103,22214,45292,88917,660,4
1224,1977-09-01,Male,66,763 Lexington Avenue,20740,26224,53464,20683,751,4
1940,1979-10-01,Female,65,464 Lake Drive,11368,13177,26865,19529,826,5
1132,2002-02-01,Female,69,2668 Lafayette Avenue,32920,20392,41579,50190,694,2
895,1973-08-01,Female,70,9503 South Street,92315,15515,31632,76538,832,3
1556,1989-07-01,Female,67,594 Mountain View Street,58504,23679,48277,110153,740,4
1025,2000-10-01,Male,62,122 11th Drive,29541,16393,33426,51699,664,4
1972,1946-03-01,Female,68,3802 Maple Street,44127,9389,13089,10928,772,4
86,1995-06-01,Male,65,7675 Main Boulevard,29810,11384,23212,25138,799,3
344,2002-01-01,Male,63,7193 George Boulevard,91304,24074,49084,106863,577,3
1189,1956-11-01,Female,68,412 Spruce Boulevard,12208,15490,31582,23359,693,4
921,1945-05-01,Male,66,960 Mill Lane,14543,26072,54013,3628,779,8
393,1978-12-01,Male,64,3536 Burns Street,75501,15884,32387,65171,765,1
1254,1959-02-01,Female,65,576 Jefferson Boulevard,61839,16978,34619,13326,747,5
212,1968-02-01,Male,67,142 First Drive,75223,13799,28137,88482,797,6
1262,1963-11-01,Female,68,5814 Ocean Street,96028,13723,27981,62926,717,3
122,1954-03-01,Female,66,6303 South Boulevard,70392,19237,39221,45409,786,4
1118,1994-08-01,Female,70,166 Littlewood Lane,90036,40761,83104,222502,714,5
974,1960-09-01,Male,65,948 Federal Drive,29681,23966,48867,92873,644,2
1274,1970-04-01,Female,61,824 West Drive,02839,24260,49464,123198,705,6
1453,1982-11-01,Female,73,4830 Ocean Drive,35580,17716,36122,51593,641,2
337,1999-09-01,Male,74,2539 Hill Street,02893,22701,46284,46220,850,1
1023,1970-10-01,Female,69,990 Burns Boulevard,28054,23879,48688,81995,679,1
1903,1969-09-01,Female,68,9794 Essex Lane,98117,35031,71427,115702,709,3
604,1959-12-01,Male,65,53 Madison Street,19348,34744,70840,52578,736,4
1637,1988-02-01,Female,66,8445 11th Lane,29707,26878,54804,172493,687,2
907,1987-11-01,Male,71,2426 Littlewood Avenue,55102,30650,62492,18680,686,3
1923,1977-08-01,Male,67,9387 Lincoln Boulevard,65631,17222,35119,57463,850,3
674,1957-01-01,Female,66,13 Sixth Boulevard,92105,13805,28147,25987,756,7
1665,2001-01-01,Male,62,3804 Ninth Street,30071,31677,64585,121851,665,1
548,1986-06-01,Male,69,81 Wessex Drive,95210,14709,29996,44313,809,4
730,1968-08-01,Male,69,932 Bayview Avenue,66213,41663,84944,57746,713,3
670,1998-03-01,Female,71,7469 El Camino Street,48124,11773,24006,57226,801,2
627,1969-11-01,Male,62,6669 Burns Street,06790,22401,45674,83331,717,1
924,1972-01-01,Female,75,6126 Ocean View Boulevard,46051,19810,40392,52417,645,1
894,1978-05-01,Female,68,1071 Lafayette Street,03263,19781,40334,65793,597,3
1633,1984-01-01,Male,65,4172 Federal Drive,85202,21053,42927,132343,687,4
1593,1995-12-01,Male,69,652 Maple Street,45423,18208,37122,58984,753,4
720,1983-05-01,Female,65,980 Federal Drive,48206,9710,19800,40038,682,3
264,1970-08-01,Male,67,468 Park Lane,17050,21728,44303,53407,696,1
827,1958-04-01,Female,71,9189 Valley Street,13501,15194,30984,39222,616,4
414,1975-01-01,Female,66,471 Eighth Lane,07960,55362,112875,44432,709,2
1439,1991-11-01,Female,65,5663 Martin Luther King Boulevard,37818,14406,29371,32300,715,2
843,1984-08-01,Male,64,4238 Lexington Lane,60804,13891,28325,38658,822,6
1008,1968-02-01,Female,69,38688 First Avenue,60608,22296,45462,68494,657,5
1834,1987-07-01,Female,66,767 Park Drive,79411,17444,35565,54634,681,3
881,1958-03-01,Female,70,4155 Spruce Avenue,08086,28663,58433,48231,696,4
679,1962-11-01,Male,69,1690 Main Avenue,16133,16809,34272,39514,765,4
1333,2001-09-01,Male,69,38 Valley Stream Street,33705,34974,71312,200793,741,4
398,1970-11-01,Female,69,6999 Lexington Lane,95822,18344,37401,76201,737,4
151,2002-02-01,Female,65,303 Lexington Drive,33060,27916,56921,115330,823,1
106,1967-10-01,Male,60,146 Plum Avenue,46202,14691,29957,60321,624,5
1924,1973-01-01,Male,57,605 Hillside Boulevard,70510,18730,38190,81968,652,1
671,1982-04-01,Female,66,363 Main Lane,72315,16689,34032,68762,769,2
1472,1976-06-01,Male,69,33 Bayview Avenue,28301,17751,36189,16988,694,3
855,1969-01-01,Male,65,1047 Seventh Street,39203,11061,22557,63019,699,5
981,1975-11-01,Male,68,4169 Fourth Lane,93010,27544,56163,104767,671,1
1030,1975-10-01,Male,71,168 Mill Drive,98684,22050,44963,90682,705,4
384,1999-11-01,Male,68,76089 Grant Boulevard,48313,19200,39144,55347,702,1
80,1937-08-01,Female,67,362 Martin Luther King Street,45849,15090,21815,1597,498,5
1048,1960-12-01,Female,63,265 Ocean Drive,77493,26422,53878,78143,779,4
1801,2001-09-01,Female,64,3371 Madison Boulevard,92057,15520,31644,70064,480,1
1490,1989-04-01,Female,69,145 Spruce Street,80640,20522,41839,46226,761,4
818,1965-03-01,Female,66,2571 Plum Avenue,32909,15318,31240,26005,770,5
1463,1940-01-01,Female,69,221 Catherine Boulevard,12441,14515,9766,66,732,4
1835,1994-08-01,Female,65,355 Burns Boulevard,17801,16519,33682,42690,793,1
952,1990-05-01,Male,66,7135 Ninth Lane,02467,62177,126775,28869,685,2
616,1974-05-01,Female,72,4173 Wessex Avenue,36916,17076,34817,63313,586,1
638,1955-02-01,Female,65,674 Elm Boulevard,68008,25102,16889,38489,679,5
1366,1994-09-01,Female,63,212 Lincoln Lane,32202,19617,40000,127951,767,3
443,1988-05-01,Male,71,913 Mill Boulevard,03602,20592,41986,134162,697,1
336,1996-12-01,Male,65,2545 Federal Drive,07304,21642,44128,0,760,1
611,1996-07-01,Male,65,16 Jefferson Drive,60060,28799,58721,135065,758,1
632,1999-12-01,Female,67,12694 Fourth Boulevard,80759,14242,29040,36331,703,1
1918,1974-06-01,Male,67,955 Seventh Avenue,36830,20782,42379,64124,550,1
1827,1960-05-01,Male,67,6320 East Avenue,92082,22727,46341,78610,686,6
70,2000-02-01,Male,64,8997 Summit Avenue,17036,31040,63292,145756,635,1
672,1983-02-01,Male,68,95873 Madison Boulevard,37722,11755,23967,3880,722,4
1461,1978-12-01,Female,72,691 Valley Drive,44212,23559,48038,83238,704,6
510,1992-10-01,Male,65,311 Little Creek Boulevard,94112,22549,45973,0,777,2
256,1945-02-01,Male,65,863 Park Drive,27597,19485,22850,17453,714,6
1410,1998-01-01,Female,63,7902 Norfolk Drive,21221,21017,42856,67954,571,1
574,1997-12-01,Male,66,7296 Second Lane,41031,17478,35635,16372,713,4
1837,1953-05-01,Female,66,56 Tenth Boulevard,90001,11649,24947,1767,766,4
1974,1945-04-01,Female,57,826 12th Drive,84655,18058,31792,28723,647,3
30,1996-08-01,Female,59,2478 El Camino Avenue,75954,19119,38983,96098,577,1
1270,1988-04-01,Female,67,8862 Ninth Avenue,19454,35861,73117,73557,685,2
1815,1960-03-01,Female,66,8060 Pine Boulevard,02903,30403,61991,2151,758,4
805,2000-03-01,Female,65,5709 Little Creek Lane,48206,15790,32192,24074,686,2
464,1983-11-01,Male,64,2352 Bayview Boulevard,32806,33078,67444,93513,850,1
1042,1997-10-01,Female,67,6179 Eighth Boulevard,04084,22485,45846,103277,766,1
1579,1938-06-01,Female,70,7673 Plum Drive,33606,18881,28594,1821,728,5
830,1990-10-01,Female,71,412 First Boulevard,77338,32943,67166,123932,688,2
465,1972-05-01,Male,72,38318 West Drive,30534,20581,41965,55700,724,2
1954,1973-01-01,Female,68,965 Wessex Street,90631,23740,48406,80441,683,3
959,1984-11-01,Female,67,5223 Lafayette Drive,18940,50208,102369,189558,738,2
1049,1953-11-01,Female,67,289 Ocean View Avenue,33130,17893,36481,81550,850,6
1925,1994-11-01,Male,63,225 Seventh Avenue,55445,29872,60910,110864,679,2
1088,1970-11-01,Female,65,8893 Littlewood Lane,29407,17158,34982,134631,765,3
14,1940-12-01,Female,57,2487 Martin Luther King Drive,96797,21314,32232,21134,652,5
162,1983-01-01,Male,69,9550 Jefferson Street,48323,32423,66111,98102,771,5
1692,1938-08-01,Female,59,97339 Lake Avenue,10533,74205,162709,5642,542,3
380,1974-01-01,Male,70,3551 Spruce Boulevard,50315,18568,37857,57727,800,2
141,1949-07-01,Male,66,744 Lafayette Street,77856,17356,23082,23406,638,5
1348,1936-06-01,Male,64,873 Summit Street,11203,0,2,0,667,6
1256,1982-09-01,Male,68,1723 North Lane,06614,27589,56248,149587,728,4
1690,2001-03-01,Female,67,356 Plum Boulevard,75668,15832,32281,80882,630,2
169,1934-05-01,Male,71,2 11th Avenue,29150,14224,30451,93,686,4
1955,1934-04-01,Female,62,7016 Hillside Lane,28716,16248,28134,2081,674,2
1807,1972-12-01,Female,65,14780 Plum Lane,10460,25537,52065,98613,828,5
102,1987-07-01,Female,67,2785 Elm Drive,92844,16289,33212,59638,649,1
257,1967-09-01,Male,65,858 Martin Luther King Drive,91606,15239,31070,86747,708,4
911,2001-11-01,Male,68,69524 Valley Lane,42064,14500,29562,31509,757,1
987,1967-10-01,Male,67,6785 Essex Lane,20899,30179,61532,26832,683,4
101,2002-01-01,Female,62,91 Essex Lane,88310,15095,30778,73680,681,1
1141,1953-10-01,Male,57,35 Essex Drive,27030,15838,27266,19798,777,5
1682,1962-05-01,Male,69,241 Hillside Lane,58201,23910,48750,117616,716,5
978,1998-07-01,Female,62,288 North Avenue,70129,27603,56280,81803,760,1
1550,2001-04-01,Male,67,6445 Ninth Lane,98087,24564,50086,51164,776,3
1162,1997-12-01,Female,69,8974 West Lane,73129,19076,38892,50150,705,2
172,1972-04-01,Female,66,9020 North Street,62521,22153,45164,0,730,3
892,1981-07-01,Female,66,4260 Essex Lane,18951,25205,51391,94145,656,1
315,1966-01-01,Male,69,112 Burns Lane,44647,20783,42379,136748,692,3
1739,1970-08-01,Male,62,344 Birch Street,51442,16673,33995,46102,531,1
836,2002-01-01,Male,65,822 Ocean View Lane,91706,15775,32165,25778,689,1
39,1965-05-01,Female,67,984 Eighth Avenue,06475,30281,61740,126015,583,2
155,1933-11-01,Female,69,235 Fourth Street,39401,14383,9678,812,688,6
1305,1974-02-01,Female,73,2794 Seventh Drive,38054,19115,38971,0,784,3
1504,1934-07-01,Male,71,5993 12th Lane,79411,12187,12826,1550,734,5
1105,1942-06-01,Male,60,766 Mountain View Drive,78572,14275,22104,20031,670,3
1761,1996-10-01,Female,71,533 Fourth Street,95628,27548,56168,186534,703,3
215,2002-02-01,Male,65,6638 Summit Lane,28805,22223,45313,21488,716,2
948,1966-12-01,Female,65,1540 El Camino Avenue,33417,18205,37119,55010,718,5
862,1995-01-01,Female,67,8482 Elm Lane,75152,21032,42883,65917,807,3
1514,1966-11-01,Female,58,6733 Third Boulevard,44035,18110,36925,89762,721,5
1698,1987-07-01,Male,64,2783 Washington Avenue,11731,33338,67976,105337,747,3
1316,1993-02-01,Female,65,711 Norfolk Drive,43968,16314,33266,0,693,5
1831,1994-05-01,Female,60,4386 El Camino Boulevard,32202,19382,39520,61310,595,2
889,1992-03-01,Male,65,900 Norfolk Avenue,46142,25773,52550,140825,710,1
526,1968-03-01,Female,62,54870 Lexington Drive,33130,31625,64481,114394,627,5
231,1964-03-01,Female,67,1442 Mill Avenue,28301,17789,36270,73779,769,5
910,1989-02-01,Male,57,35 Rose Boulevard,95131,37677,76820,159137,819,2
876,1954-05-01,Male,62,3216 Ninth Drive,67202,22638,49817,26928,600,2
1509,1952-08-01,Female,71,1429 Summit Drive,21234,23096,47087,92489,820,5
1422,1953-07-01,Female,66,330 Martin Luther King Lane,27501,18340,36052,6602,767,4
1400,1990-05-01,Male,71,4673 Washington Avenue,36701,12474,25434,0,698,2
492,1978-09-01,Male,70,2397 Madison Avenue,29365,18857,38450,51430,850,1
1516,1981-03-01,Male,67,909 Eighth Street,95035,33758,68827,35669,755,2
1649,1956-02-01,Male,63,8146 Third Avenue,77493,0,399,323,729,3
1573,1949-01-01,Male,56,793 Norfolk Avenue,34470,12992,17775,11520,746,1
583,1955-11-01,Male,67,28 West Lane,60505,14200,28954,41461,636,2
1811,1936-03-01,Male,67,308 Second Boulevard,94024,76725,82009,6229,764,8
1054,1970-02-01,Male,69,9190 Sussex Lane,97080,22599,46077,135862,639,3
1678,1983-03-01,Male,65,296 Pine Boulevard,06109,28557,58225,101148,685,3
333,2000-01-01,Female,64,6877 Jefferson Drive,08330,23298,47504,65156,706,1
1412,1961-06-01,Female,67,91 Jefferson Drive,42104,26567,54166,0,707,5
177,1965-12-01,Female,66,294 Bayview Lane,38114,28570,58248,107130,728,4
390,1989-04-01,Male,70,4328 Forest Boulevard,33304,45143,92046,6658,681,2
1577,1966-12-01,Male,66,153 Wessex Drive,34236,19983,40745,18371,718,4
1609,1948-07-01,Female,68,9854 Park Lane,22015,35563,87659,0,779,4
1762,1990-05-01,Male,64,5537 Forest Lane,95818,31184,63583,200435,635,1
917,1962-01-01,Male,66,735 Forest Avenue,91803,20059,40900,64420,678,3
1717,1952-07-01,Female,67,728 Sixth Avenue,14125,17665,43070,14135,726,4
1355,1966-01-01,Male,67,41 Grant Drive,36106,11703,23863,83430,536,2
1668,1927-06-01,Male,67,619 North Avenue,03819,26541,56099,933,751,6
1293,1988-01-01,Female,65,219 Federal Street,77539,24217,49374,108192,706,2
1597,1999-07-01,Male,66,3404 Main Lane,16066,35188,71750,117124,697,3
202,1999-07-01,Female,66,75 Third Avenue,45069,31920,65082,88347,850,1
493,2002-01-01,Male,65,33 Lafayette Lane,75149,14245,29047,36835,786,1
361,1976-06-01,Male,68,125 Plum Drive,90250,19153,39052,65861,804,4
1659,1926-01-01,Female,65,4570 Valley Stream Lane,60084,28147,40787,1574,782,6
289,1997-12-01,Female,64,109 El Camino Avenue,77019,11219,22876,36157,685,2
1733,1972-06-01,Female,66,6613 Hill Drive,40769,12814,26130,54290,498,1
278,1960-09-01,Male,66,910 Eighth Drive,77019,95039,193768,150896,686,5
618,1987-08-01,Male,67,3525 Second Lane,90262,13632,27795,72318,701,4
753,1967-02-01,Female,66,919 Oak Boulevard,35476,15540,31688,66776,605,3
489,1983-08-01,Male,66,430 Grant Boulevard,68467,18024,36753,33657,684,4
90,1956-08-01,Male,62,9 Mill Drive,32922,19018,12796,22192,644,3
1264,1987-08-01,Female,65,635 East Drive,74631,15077,30737,35858,815,2
18,1989-12-01,Male,62,9207 Madison Boulevard,20874,31555,64340,94513,637,1
376,1969-04-01,Female,74,818 12th Lane,08088,28433,57975,34570,773,4
579,1989-07-01,Male,67,774 Park Lane,53014,19382,39520,53896,772,1
218,1960-03-01,Female,68,5238 Park Street,07086,16770,34190,39242,810,7
1320,1991-10-01,Female,64,5225 Bayview Street,90089,13002,26513,32620,604,1
42,1941-11-01,Female,66,3863 Pine Street,31601,12672,8526,3723,684,3
1170,1980-02-01,Female,63,5191 Grant Drive,28124,20041,40867,50449,694,2
1531,1985-10-01,Male,62,801 River Street,30747,14514,29594,47766,792,1
1275,1984-03-01,Female,65,1496 Rose Street,90007,11395,23238,31661,611,2
26,1970-12-01,Female,68,9639 Third Boulevard,15061,20142,41071,124139,685,1
1937,1955-02-01,Female,62,230 Plum Avenue,63368,25350,17056,29112,667,5
1177,1983-03-01,Female,66,1644 Park Avenue,19713,31719,64672,56485,695,4
1032,1957-06-01,Female,60,171 Catherine Lane,93612,17301,26975,17212,673,2
397,1989-04-01,Female,65,2328 Little Creek Avenue,19107,10016,20424,14743,770,3
566,1959-10-01,Female,67,8179 Valley Stream Drive,48442,22680,46244,108449,814,5
1581,1981-11-01,Female,65,9324 Catherine Street,63010,21744,44334,55173,684,5
1332,1956-06-01,Male,68,547 West Drive,10573,35269,71909,44190,712,3
1648,1953-05-01,Female,69,211 Valley Street,07945,91180,185909,461854,621,5
17,1943-07-01,Male,65,2012 Forest Avenue,28602,17850,21867,21103,759,2
349,1979-12-01,Female,61,1943 Birch Street,44666,21201,43229,96831,685,2
1200,1956-02-01,Male,64,106 Littlewood Drive,77019,15401,24420,14460,685,1
228,1966-01-01,Female,66,2206 South Drive,34601,15524,31655,46405,623,1
484,1936-01-01,Female,64,4819 Martin Luther King Drive,01845,41665,66745,682,718,3
1099,1997-04-01,Male,65,4932 South Boulevard,56560,20214,41214,130538,763,1
1480,1970-06-01,Male,64,5642 Bayview Avenue,87107,24403,49756,70744,705,1
1449,1953-06-01,Male,63,5807 Lincoln Street,31088,15334,28104,12054,751,3
1417,1965-03-01,Female,68,336 Catherine Lane,48356,25838,52680,87082,835,5
267,1958-03-01,Female,66,7360 Lexington Drive,40337,13602,27733,21785,765,3
373,1959-02-01,Male,63,3270 Grant Avenue,46740,10493,21397,54771,812,4
1772,1972-10-01,Male,70,9070 West Street,91730,24603,50163,97188,761,4
1418,1994-05-01,Female,69,309 River Avenue,54943,13210,26939,69587,752,1
1774,1967-10-01,Male,69,653 Mill Street,55404,20662,42129,101742,758,4
964,1971-12-01,Female,66,33 North Avenue,07650,22278,45422,83940,689,4
1785,1979-10-01,Male,64,344 11th Street,78521,12684,25861,42050,607,3
1476,1990-03-01,Female,66,685 Jefferson Avenue,07304,21916,44688,88092,716,3
455,1979-01-01,Female,69,8676 River Avenue,11422,24412,49776,17352,684,3
532,1993-01-01,Male,65,2282 Main Drive,62226,23778,48484,63561,775,4
1092,1965-05-01,Male,62,703 12th Street,18239,23450,47814,92020,720,2
1819,1999-08-01,Female,69,621 Fifth Boulevard,70714,17440,35559,59164,672,2
528,1981-07-01,Male,65,5661 Forest Avenue,51031,19853,40478,76392,718,3
328,1974-03-01,Male,67,4391 Lexington Lane,28274,17817,36323,65525,700,3
1282,1985-03-01,Female,66,404 Main Lane,59102,20231,41249,42268,695,2
783,1957-09-01,Male,61,641 Martin Luther King Avenue,87004,15966,29769,14542,693,3
1325,1996-03-01,Female,66,459 East Avenue,94027,150583,307018,516263,745,2
687,1999-11-01,Male,66,1693 Spruce Street,49203,17783,36264,99582,725,1
1693,1983-04-01,Female,69,478 East Drive,85260,36300,74016,85204,702,2
1542,1973-12-01,Female,69,515 South Street,44127,27250,55565,34039,731,2
36,1988-06-01,Male,63,8486 Catherine Street,24061,24640,50242,84457,722,2
360,1976-04-01,Male,67,881 Plum Street,08270,22697,46278,51243,791,4
555,1988-05-01,Male,63,6692 Lake Street,40071,21444,43724,53853,514,1
136,2001-04-01,Female,66,724 Essex Drive,40217,31636,64504,69041,695,3
603,1978-02-01,Female,67,66 Norfolk Avenue,73045,21884,44624,102882,611,1
1794,1970-12-01,Male,58,469 Catherine Avenue,78212,36852,75137,175263,631,1
329,1949-03-01,Male,65,6339 Lafayette Avenue,93013,21191,36724,16437,701,4
598,1972-11-01,Male,63,305 Elm Street,03580,21159,43144,54157,628,3
990,1929-01-01,Female,67,365 Mountain View Boulevard,70346,16474,27150,2007,737,1
1777,1972-05-01,Male,67,166 12th Street,22003,30622,62432,95799,741,5
998,2001-11-01,Male,67,62 East Boulevard,92335,13739,28006,19518,703,2
1872,1957-10-01,Male,65,8915 Sixth Avenue,30060,33093,67470,93795,804,6
1743,2002-01-01,Female,75,76 Federal Avenue,66502,25658,52315,109513,774,4
1000,1999-08-01,Female,73,6030 Third Lane,02703,26693,54424,92199,687,1
1708,1997-07-01,Male,66,90072 George Drive,67110,22195,45254,75758,850,2
799,1985-07-01,Female,68,90 El Camino Avenue,14210,15461,31525,57818,686,2
144,1975-03-01,Female,67,5380 12th Boulevard,71901,15857,32330,97190,835,4
781,1989-09-01,Male,74,7154 Lafayette Drive,88011,16670,33993,45149,602,4
793,1946-08-01,Female,60,658 Plum Avenue,33304,21084,42593,16083,703,2
1681,1998-06-01,Male,72,21 Birch Drive,63110,31909,65058,157708,746,1
114,1972-12-01,Female,65,112 Elm Avenue,91606,16892,34441,907,725,4
271,1989-07-01,Female,65,352 Hill Lane,98663,20649,42101,70460,685,1
1107,1949-01-01,Female,69,836 Summit Boulevard,13743,18323,40516,6908,698,5
517,1986-11-01,Male,71,87 Ocean Avenue,48124,11773,24009,19085,811,4
624,1987-02-01,Male,66,515 Spruce Boulevard,49519,18431,37579,59201,710,2
1215,1967-02-01,Female,68,9458 Park Boulevard,92021,20673,42152,55576,751,1
